Nr uczestnika;Preferencje
1857;Electronic,27|Comedy,73
1858;Folk,90|Blues,10
1859;Electronic,42|Anime,58
1860;Dance,22|Metal,78
1861;Blues,50|Country,50
1862;Vocal,0|Electronic,100
1863;Rock,36|Folk,64
1864;Comedy,11|Comedy,89
1865;Metal,100
1866;World,37|Country,63
1867;Anime,54|Industrial,46
1868;Instrumental,44|Country,56
1869;Classical,80|Comedy,20
1870;Reggae,78|Alternative,22
1871;Metal,82|Rock,18
1872;Anime,5|Jazz,95
1873;Blues,71|Alternative,29
1874;Blues,4|R&B/Soul,96
1875;Alternative,33|Metal,67
1876;Dance,41|Instrumental,59
1877;World,98|World,2
1878;Folk,26|Instrumental,74
1879;Industrial,49|Blues,51
1880;Classical,39|Instrumental,61
1881;R&B/Soul,53|Country,47
1882;Latin,46|Electronic,54
1883;Pop,61|Industrial,39
1884;Reggae,5|R&B/Soul,95
1885;Dance,12|Instrumental,88
1886;Jazz,64|Country,36
1887;Jazz,40|Alternative,60
1888;Anime,52|Jazz,48
1889;Electronic,10|Metal,90
1890;Country,25|Folk,75
1891;Instrumental,90|Metal,10
1892;Electronic,62|Metal,38
1893;Electronic,95|Jazz,5
1894;Classical,71|Dance,29
1895;Vocal,51|Rock,49
1896;Dance,13|Vocal,87
1897;Vocal,27|Latin,73
1898;Electronic,89|Metal,11
1899;Instrumental,16|Country,84
1900;Pop,44|Anime,56
1901;Blues,32|Pop,68
1902;Classical,34|Vocal,66
1903;Blues,11|Metal,89
1904;Electronic,76|Jazz,24
1905;Rock,77|Dance,23
1906;World,98|Vocal,2
1907;Latin,88|Comedy,12
1908;Reggae,71|Anime,29
1909;Instrumental,62|Pop,38
1910;Instrumental,14|World,86
1911;Metal,19|Folk,81
1912;Jazz,59|Alternative,41
1913;Vocal,66|Dance,34
1914;Anime,81|Classical,19
1915;Pop,51|Comedy,49
1916;Jazz,85|World,15
1917;Electronic,48|Dance,52
1918;Blues,0|Anime,100
1919;Anime,51|Electronic,49
1920;Electronic,7|Jazz,93
1921;Reggae,17|Vocal,83
1922;Industrial,58|Country,42
1923;Metal,94|R&B/Soul,6
1924;Anime,83|Metal,17
1925;Anime,74|Anime,26
1926;Blues,27|Vocal,73
1927;Alternative,57|Metal,43
1928;Alternative,51|Classical,49
1929;Classical,58|Blues,42
1930;R&B/Soul,3|R&B/Soul,97
1931;Instrumental,33|Alternative,67
1932;Folk,57|Metal,43
1933;Metal,23|Reggae,77
1934;Pop,95|Pop,5
1935;Pop,16|Folk,84
1936;Vocal,55|Instrumental,45
1937;Vocal,40|Jazz,60
1938;Jazz,70|Country,30
1939;Metal,27|World,73
1940;Blues,71|Instrumental,29
1941;Blues,44|Electronic,56
1942;Reggae,33|Pop,67
1943;Pop,6|Alternative,94
1944;Latin,47|Comedy,53
1945;R&B/Soul,2|Latin,98
1946;Vocal,42|Latin,58
1947;Country,94|Reggae,6
1948;Pop,45|Jazz,55
1949;World,58|Electronic,42
1950;Vocal,73|Folk,27
1951;Instrumental,67|Comedy,33
1952;Country,15|Anime,85
1953;Industrial,80|Rock,20
1954;Anime,43|Classical,57
1955;Reggae,89|Country,11
1956;Pop,69|Folk,31
1957;Pop,50|Electronic,50
1958;Folk,20|Alternative,80
1959;Reggae,78|Pop,22
1960;R&B/Soul,36|Pop,64
1961;Country,44|World,56
1962;R&B/Soul,52|Blues,48
1963;Comedy,96|Pop,4
1964;Metal,97|R&B/Soul,3
1965;Anime,49|Pop,51
1966;Country,93|Dance,7
1967;Country,96|Vocal,4
1968;Rock,75|Reggae,25
1969;Reggae,72|World,28
1970;Alternative,72|World,28
1971;Metal,71|Reggae,29
1972;Rock,93|Pop,7
1973;Jazz,54|Comedy,46
1974;Dance,54|Electronic,46
1975;Industrial,88|R&B/Soul,12
1976;R&B/Soul,91|Alternative,9
1977;Latin,5|Vocal,95
1978;Country,86|Jazz,14
1979;Pop,74|Alternative,26
1980;Reggae,91|Pop,9
1981;Pop,49|Vocal,51
1982;Electronic,99|Folk,1
1983;Electronic,30|Blues,70
1984;Dance,28|Industrial,72
1985;Instrumental,74|Blues,26
1986;Rock,7|Vocal,93
1987;Rock,93|Industrial,7
1988;Alternative,81|Latin,19
1989;Dance,98|Dance,2
1990;Latin,95|Alternative,5
1991;Folk,63|Blues,37
1992;Dance,0|World,100
1993;Pop,41|World,59
1994;Comedy,50|Folk,50
1995;Comedy,3|Comedy,97
1996;Anime,41|Country,59
1997;Vocal,14|Alternative,86
1998;World,87|Metal,13
1999;Classical,63|Metal,37
2000;Electronic,66|Vocal,34
2001;Classical,2|Alternative,98
2002;Comedy,81|Jazz,19
2003;R&B/Soul,69|Latin,31
2004;Anime,38|Alternative,62
2005;Instrumental,73|Country,27
2006;Country,99|Blues,1
2007;Rock,59|R&B/Soul,41
2008;Blues,64|Folk,36
2009;World,39|Alternative,61
2010;Vocal,9|R&B/Soul,91
2011;Alternative,81|Jazz,19
2012;Blues,56|Latin,44
2013;Comedy,91|Latin,9
2014;Instrumental,11|Comedy,89
2015;Alternative,4|Folk,96
2016;World,43|Dance,57
2017;Classical,17|Classical,83
2018;Folk,31|R&B/Soul,69
2019;Folk,8|World,92
2020;Blues,63|Jazz,37
2021;Country,33|Country,67
2022;Country,55|Industrial,45
2023;Vocal,29|Latin,71
2024;World,47|Folk,53
2025;Jazz,0|Metal,100
2026;Anime,8|Classical,92
2027;Metal,15|Blues,85
2028;Alternative,42|Rock,58
2029;Vocal,81|Pop,19
2030;Anime,7|Pop,93
2031;Country,45|Alternative,55
2032;Reggae,98|Comedy,2
2033;Blues,58|Electronic,42
2034;Vocal,45|Vocal,55
2035;Folk,97|Country,3
2036;Classical,91|Comedy,9
2037;Classical,25|Folk,75
2038;Blues,85|Jazz,15
2039;Classical,72|Rock,28
2040;Industrial,14|Pop,86
2041;Electronic,14|Dance,86
2042;Alternative,10|Alternative,90
2043;Electronic,55|Country,45
2044;Comedy,49|Alternative,51
2045;Metal,21|Reggae,79
2046;Dance,7|Folk,93
2047;Reggae,25|Blues,75
2048;Latin,51|Dance,49
2049;Metal,27|Vocal,73
2050;Comedy,43|Vocal,57
2051;R&B/Soul,92|Pop,8
2052;R&B/Soul,1|Folk,99
2053;World,71|Dance,29
2054;R&B/Soul,59|Electronic,41
2055;Vocal,5|Folk,95
2056;Rock,62|Alternative,38
2057;Jazz,43|Jazz,57
2058;Dance,85|Alternative,15
2059;Pop,80|Electronic,20
2060;Instrumental,28|Folk,72
2061;Instrumental,26|Vocal,74
2062;Pop,65|Dance,35
2063;Comedy,92|Classical,8
2064;Pop,76|Metal,24
2065;Alternative,50|Blues,50
2066;Classical,81|Instrumental,19
2067;R&B/Soul,89|Dance,11
2068;World,90|Reggae,10
2069;Reggae,9|Folk,91
2070;Anime,94|Alternative,6
2071;Folk,99|Country,1
2072;Electronic,84|Jazz,16
2073;Latin,72|R&B/Soul,28
2074;Jazz,63|Reggae,37
2075;Pop,89|Dance,11
2076;Comedy,96|Metal,4
2077;Blues,52|Rock,48
2078;Comedy,26|Classical,74
2079;Dance,96|Folk,4
2080;Instrumental,2|Alternative,98
2081;Classical,48|Industrial,52
2082;Metal,68|Reggae,32
2083;World,38|Dance,62
2084;Electronic,2|Latin,98
2085;Country,63|Jazz,37
2086;Country,54|Blues,46
2087;World,93|Reggae,7
2088;Latin,52|Country,48
2089;R&B/Soul,81|Latin,19
2090;Comedy,57|Dance,43
2091;Folk,23|Classical,77
2092;Jazz,58|Classical,42
2093;Jazz,58|Reggae,42
2094;R&B/Soul,5|Alternative,95
2095;Jazz,96|Jazz,4
2096;Anime,90|Reggae,10
2097;Pop,59|Comedy,41
2098;Blues,87|World,13
2099;Blues,97|World,3
2100;Folk,90|World,10
2101;Reggae,96|Electronic,4
2102;Pop,26|R&B/Soul,74
2103;Industrial,47|Jazz,53
2104;R&B/Soul,5|Vocal,95
2105;Anime,67|Pop,33
2106;Jazz,50|Industrial,50
2107;Industrial,60|Vocal,40
2108;Electronic,99|Folk,1
2109;Metal,92|Jazz,8
2110;World,78|Dance,22
2111;R&B/Soul,78|Pop,22
2112;Classical,7|Reggae,93
2113;Instrumental,11|Jazz,89
2114;Alternative,90|Classical,10
2115;World,71|Instrumental,29
2116;Instrumental,12|Comedy,88
2117;Country,78|Comedy,22
2118;Jazz,94|Dance,6
2119;Vocal,13|Metal,87
2120;Dance,80|Electronic,20
2121;R&B/Soul,61|Industrial,39
2122;Classical,93|Classical,7
2123;Jazz,32|Alternative,68
2124;Anime,97|Industrial,3
2125;Reggae,90|Rock,10
2126;Dance,46|Alternative,54
2127;Electronic,49|Instrumental,51
2128;Instrumental,100
2129;Latin,19|World,81
2130;Blues,6|Pop,94
2131;Alternative,100
2132;World,3|Folk,97
2133;Jazz,7|Classical,93
2134;Electronic,28|Instrumental,72
2135;Blues,81|World,19
2136;Reggae,64|Rock,36
2137;Classical,9|Country,91
2138;Vocal,87|Industrial,13
2139;Blues,74|Folk,26
2140;Rock,60|Electronic,40
2141;Jazz,17|World,83
2142;Electronic,72|Electronic,28
2143;Blues,35|Comedy,65
2144;Jazz,95|Instrumental,5
2145;Reggae,52|Electronic,48
2146;Latin,34|Instrumental,66
2147;Metal,70|Comedy,30
2148;Vocal,45|Electronic,55
2149;Metal,60|Instrumental,40
2150;Alternative,18|Blues,82
2151;Pop,69|Jazz,31
2152;Vocal,41|Classical,59
2153;Alternative,41|Anime,59
2154;Jazz,11|Industrial,89
2155;Folk,18|Metal,82
2156;R&B/Soul,60|Electronic,40
2157;Folk,88|Vocal,12
2158;Vocal,29|Pop,71
2159;Reggae,77|Anime,23
2160;Jazz,58|Classical,42
2161;Industrial,95|Industrial,5
2162;Electronic,7|Country,93
2163;Comedy,46|Metal,54
2164;Blues,31|Metal,69
2165;Pop,78|Classical,22
2166;Jazz,66|R&B/Soul,34
2167;World,38|Country,62
2168;Rock,73|Alternative,27
2169;Industrial,1|Reggae,99
2170;Instrumental,26|Vocal,74
2171;Instrumental,18|Classical,82
2172;Latin,15|Instrumental,85
2173;Dance,54|Dance,46
2174;Dance,95|Jazz,5
2175;Anime,49|Instrumental,51
2176;Electronic,55|Anime,45
2177;Metal,59|Jazz,41
2178;Pop,42|Metal,58
2179;Classical,85|Latin,15
2180;Electronic,80|Reggae,20
2181;Pop,96|Vocal,4
2182;Rock,0|Anime,100
2183;Blues,26|Latin,74
2184;Dance,64|Rock,36
2185;World,38|Reggae,62
2186;Reggae,45|Comedy,55
2187;Pop,33|Rock,67
2188;Jazz,96|Jazz,4
2189;Dance,38|Jazz,62
2190;Anime,94|Comedy,6
2191;World,62|R&B/Soul,38
2192;Industrial,24|Reggae,76
2193;Country,19|Reggae,81
2194;Alternative,33|Dance,67
2195;Latin,94|Rock,6
2196;Folk,94|Rock,6
2197;Reggae,25|Alternative,75
2198;Latin,89|Industrial,11
2199;Reggae,37|Metal,63
2200;Folk,53|Classical,47
2201;Dance,3|World,97
2202;Alternative,85|Jazz,15
2203;Anime,25|Country,75
2204;Country,38|Latin,62
2205;Reggae,87|Comedy,13
2206;Instrumental,25|Metal,75
2207;Comedy,75|Anime,25
2208;Latin,93|Comedy,7
2209;Country,100
2210;Classical,55|Reggae,45
2211;Industrial,7|Comedy,93
2212;Dance,31|Rock,69
2213;Latin,52|Industrial,48
2214;Pop,52|Instrumental,48
2215;Country,14|Anime,86
2216;Dance,95|Pop,5
2217;Classical,57|Alternative,43
2218;Reggae,22|Country,78
2219;Dance,8|Country,92
2220;Vocal,40|Metal,60
2221;Instrumental,56|Jazz,44
2222;Instrumental,97|Classical,3
2223;Metal,60|Classical,40
2224;Anime,82|Classical,18
2225;Metal,11|Jazz,89
2226;Comedy,84|Electronic,16
2227;Latin,67|Comedy,33
2228;Instrumental,27|Reggae,73
2229;R&B/Soul,85|Comedy,15
2230;Folk,13|Blues,87
2231;Rock,94|Classical,6
2232;Alternative,57|Reggae,43
2233;Blues,23|Rock,77
2234;Metal,46|R&B/Soul,54
2235;Dance,39|Country,61
2236;Folk,78|Dance,22
2237;Dance,82|World,18
2238;Classical,98|Industrial,2
2239;Country,84|Comedy,16
2240;World,52|Jazz,48
2241;Jazz,49|Jazz,51
2242;World,15|Anime,85
2243;R&B/Soul,52|Dance,48
2244;Industrial,46|Alternative,54
2245;Blues,16|Blues,84
2246;Metal,56|Latin,44
2247;Country,98|Blues,2
2248;Country,30|Instrumental,70
2249;Industrial,1|Blues,99
2250;Jazz,42|Folk,58
2251;Anime,1|Instrumental,99
2252;Comedy,26|Reggae,74
2253;Anime,45|Instrumental,55
2254;Electronic,47|Pop,53
2255;Industrial,86|Latin,14
2256;Pop,50|Vocal,50
2257;Alternative,27|Classical,73
2258;Vocal,44|Country,56
2259;Pop,71|Jazz,29
2260;Instrumental,44|Metal,56
2261;Electronic,11|World,89
2262;World,36|Industrial,64
2263;Alternative,52|Latin,48
2264;Latin,47|Classical,53
2265;Reggae,53|Comedy,47
2266;Vocal,45|Anime,55
2267;Country,46|World,54
2268;Metal,23|Anime,77
2269;Jazz,9|Dance,91
2270;Country,96|Rock,4
2271;Comedy,3|Country,97
2272;Metal,7|Blues,93
2273;World,95|Comedy,5
2274;Blues,22|Instrumental,78
2275;Country,41|Rock,59
2276;R&B/Soul,11|Folk,89
2277;Classical,23|Pop,77
2278;Electronic,73|Blues,27
2279;Metal,63|Industrial,37
2280;Jazz,43|Reggae,57
2281;Country,82|Blues,18
2282;Blues,51|Electronic,49
2283;Vocal,79|Dance,21
2284;Pop,64|Blues,36
2285;Instrumental,88|Country,12
2286;Electronic,72|Instrumental,28
2287;Industrial,50|Classical,50
2288;Rock,96|Pop,4
2289;Rock,50|Dance,50
2290;Comedy,56|Rock,44
2291;Comedy,70|Folk,30
2292;Electronic,95|Instrumental,5
2293;World,37|Blues,63
2294;Pop,15|Anime,85
2295;R&B/Soul,85|Latin,15
2296;World,7|Comedy,93
2297;Metal,83|Electronic,17
2298;Pop,61|Metal,39
2299;Vocal,40|Industrial,60
2300;Country,40|Alternative,60
2301;Dance,38|Alternative,62
2302;World,33|Alternative,67
2303;Latin,3|Latin,97
2304;Country,70|Industrial,30
2305;World,23|Rock,77
2306;World,44|Classical,56
2307;Classical,65|Latin,35
2308;Anime,76|Classical,24
2309;Anime,40|Metal,60
2310;Dance,56|Jazz,44
2311;Comedy,82|Latin,18
2312;Reggae,92|World,8
2313;Industrial,60|Country,40
2314;Industrial,95|Dance,5
2315;Country,100
2316;Blues,73|Industrial,27
2317;R&B/Soul,68|Industrial,32
2318;Rock,42|Rock,58
2319;Alternative,17|Anime,83
2320;Dance,42|Vocal,58
2321;Electronic,30|Reggae,70
2322;Folk,16|Dance,84
2323;Alternative,5|Dance,95
2324;Folk,1|Folk,99
2325;Blues,33|Classical,67
2326;Folk,46|Anime,54
2327;R&B/Soul,80|Industrial,20
2328;World,57|Rock,43
2329;Reggae,90|Comedy,10
2330;Instrumental,30|Electronic,70
2331;Rock,99|Classical,1
2332;Rock,93|Anime,7
2333;Folk,53|Alternative,47
2334;Electronic,40|Country,60
2335;Folk,15|World,85
2336;Country,90|R&B/Soul,10
2337;Latin,17|Reggae,83
2338;Reggae,17|Classical,83
2339;Alternative,66|Instrumental,34
2340;Dance,54|Electronic,46
2341;Vocal,65|Dance,35
2342;Dance,2|Comedy,98
2343;Classical,81|Electronic,19
2344;Folk,12|Country,88
2345;Reggae,73|Anime,27
2346;Industrial,57|Blues,43
2347;Anime,71|Electronic,29
2348;Jazz,8|Dance,92
2349;R&B/Soul,72|Country,28
2350;Comedy,48|Dance,52
2351;Latin,32|Rock,68
2352;Dance,28|Blues,72
2353;Alternative,62|Jazz,38
2354;Classical,41|Blues,59
2355;Electronic,12|Classical,88
2356;Jazz,26|Alternative,74
2357;Reggae,88|R&B/Soul,12
2358;World,63|R&B/Soul,37
2359;Blues,100
2360;Electronic,15|World,85
2361;Instrumental,82|Dance,18
2362;Latin,26|World,74
2363;World,88|Country,12
2364;Instrumental,30|Vocal,70
2365;World,50|Classical,50
2366;Alternative,59|Dance,41
2367;Electronic,70|Jazz,30
2368;Alternative,19|Metal,81
2369;Comedy,99|Reggae,1
2370;Folk,53|Comedy,47
2371;Comedy,100
2372;Classical,85|Reggae,15
2373;Metal,18|Reggae,82
2374;Blues,49|Electronic,51
2375;Anime,15|Reggae,85
2376;Folk,99|Classical,1
2377;Latin,92|Jazz,8
2378;Electronic,7|Classical,93
2379;Electronic,85|Comedy,15
2380;Jazz,56|Latin,44
2381;Instrumental,75|Classical,25
2382;Vocal,78|Latin,22
2383;Folk,52|Instrumental,48
2384;Vocal,26|Pop,74
2385;Vocal,43|Latin,57
2386;Metal,51|Jazz,49
2387;World,7|Pop,93
2388;Industrial,61|Jazz,39
2389;Country,50|Blues,50
2390;Reggae,27|Blues,73
2391;Reggae,10|Instrumental,90
2392;Blues,90|Folk,10
2393;Jazz,37|Instrumental,63
2394;Industrial,81|Dance,19
2395;Alternative,43|World,57
2396;Industrial,77|Electronic,23
2397;World,92|Metal,8
2398;World,85|Industrial,15
2399;Country,24|Classical,76
2400;Electronic,68|Comedy,32
2401;Rock,3|Metal,97
2402;Jazz,1|Rock,99
2403;Dance,6|Country,94
2404;Blues,19|Jazz,81
2405;Metal,19|Dance,81
2406;Reggae,10|Vocal,90
2407;Comedy,58|Anime,42
2408;Latin,90|Rock,10
2409;Metal,76|Vocal,24
2410;Instrumental,36|Alternative,64
2411;Country,52|Classical,48
2412;Latin,14|Classical,86
2413;Metal,45|Metal,55
2414;Rock,49|Rock,51
2415;Dance,9|Pop,91
2416;Blues,65|Industrial,35
2417;Alternative,67|Instrumental,33
2418;Alternative,23|Comedy,77
2419;Electronic,66|Reggae,34
2420;Latin,92|Anime,8
2421;Pop,33|R&B/Soul,67
2422;Latin,16|Reggae,84
2423;Reggae,42|Industrial,58
2424;Country,70|Instrumental,30
2425;Dance,22|Latin,78
2426;Classical,0|Jazz,100
2427;Instrumental,81|Reggae,19
2428;Pop,87|Industrial,13
2429;Country,19|Electronic,81
2430;Folk,35|R&B/Soul,65
2431;Alternative,59|Reggae,41
2432;Blues,5|Classical,95
2433;World,70|Country,30
2434;Alternative,74|Folk,26
2435;Instrumental,49|World,51
2436;Blues,19|Electronic,81
2437;Classical,62|Vocal,38
2438;Latin,64|Alternative,36
2439;R&B/Soul,89|Instrumental,11
2440;Folk,81|R&B/Soul,19
2441;Reggae,21|Comedy,79
2442;World,23|Dance,77
2443;Reggae,67|Instrumental,33
2444;Classical,35|Jazz,65
2445;Metal,29|Vocal,71
2446;Pop,58|Folk,42
2447;Jazz,3|Dance,97
2448;World,77|Comedy,23
2449;Comedy,17|Electronic,83
2450;Pop,99|Rock,1
2451;Electronic,60|Latin,40
2452;Electronic,38|Reggae,62
2453;Instrumental,0|Electronic,100
2454;R&B/Soul,73|Anime,27
2455;Classical,12|Reggae,88
2456;Instrumental,90|Jazz,10
2457;Vocal,99|Pop,1
2458;Comedy,69|Pop,31
2459;Folk,28|Vocal,72
2460;Jazz,59|Rock,41
2461;Instrumental,30|World,70
2462;R&B/Soul,16|Metal,84
2463;Latin,32|Country,68
2464;Industrial,94|Latin,6
2465;Pop,35|Jazz,65
2466;Folk,21|Metal,79
2467;Metal,13|Instrumental,87
2468;Industrial,0|Metal,100
2469;World,75|Folk,25
2470;Metal,84|Classical,16
2471;Industrial,13|Pop,87
2472;Vocal,94|Folk,6
2473;Dance,99|Comedy,1
2474;Comedy,37|Electronic,63
2475;Classical,5|Dance,95
2476;Latin,81|Industrial,19
2477;Blues,0|Electronic,100
2478;Alternative,74|Country,26
2479;Blues,49|Comedy,51
2480;Classical,72|Jazz,28
2481;Classical,49|Dance,51
2482;Jazz,44|Industrial,56
2483;Electronic,74|Alternative,26
2484;Industrial,43|Pop,57
2485;Pop,61|Dance,39
2486;Blues,82|Comedy,18
2487;Instrumental,6|Dance,94
2488;R&B/Soul,29|Vocal,71
2489;Vocal,17|Rock,83
2490;Electronic,56|Blues,44
2491;Country,9|World,91
2492;Anime,46|Reggae,54
2493;Instrumental,90|Blues,10
2494;Alternative,35|Electronic,65
2495;Reggae,89|Classical,11
2496;Electronic,67|Comedy,33
2497;Comedy,86|R&B/Soul,14
2498;Anime,7|Latin,93
2499;Reggae,66|Country,34
2500;Vocal,50|Comedy,50
2501;Vocal,3|World,97
2502;Dance,19|Electronic,81
2503;Anime,69|Pop,31
2504;Blues,77|Classical,23
2505;Vocal,77|Dance,23
2506;Blues,52|Instrumental,48
2507;Anime,24|R&B/Soul,76
2508;Classical,9|Country,91
2509;Electronic,49|R&B/Soul,51
2510;Pop,37|Country,63
2511;Instrumental,75|Electronic,25
2512;Pop,10|Country,90
2513;Comedy,80|Reggae,20
2514;Instrumental,6|Alternative,94
2515;Industrial,42|Vocal,58
2516;Folk,45|Pop,55
2517;Latin,18|Reggae,82
2518;Pop,44|R&B/Soul,56
2519;Anime,86|Electronic,14
2520;Rock,52|Metal,48
2521;Reggae,3|Comedy,97
2522;Vocal,13|Blues,87
2523;Anime,62|Electronic,38
2524;Dance,40|Rock,60
2525;Country,12|Metal,88
2526;Comedy,75|Comedy,25
2527;Dance,90|Alternative,10
2528;Metal,54|Vocal,46
2529;Rock,88|Pop,12
2530;Vocal,86|Electronic,14
2531;Blues,84|Pop,16
2532;Electronic,26|Anime,74
2533;Dance,78|Instrumental,22
2534;Jazz,44|R&B/Soul,56
2535;Industrial,40|Classical,60
2536;Alternative,75|Metal,25
2537;Anime,39|Dance,61
2538;Anime,74|Dance,26
2539;Classical,61|Alternative,39
2540;Industrial,79|Instrumental,21
2541;Vocal,75|Rock,25
2542;World,61|Dance,39
2543;Industrial,2|Electronic,98
2544;Vocal,28|R&B/Soul,72
2545;Pop,3|Classical,97
2546;Metal,42|R&B/Soul,58
2547;Comedy,57|Pop,43
2548;Jazz,62|Folk,38
2549;R&B/Soul,3|Latin,97
2550;Comedy,62|Vocal,38
2551;Jazz,52|Pop,48
2552;Alternative,20|Classical,80
2553;R&B/Soul,3|Metal,97
2554;Industrial,92|R&B/Soul,8
2555;R&B/Soul,62|Blues,38
2556;Country,22|Pop,78
2557;Metal,99|Vocal,1
2558;Latin,40|Rock,60
2559;Industrial,50|Latin,50
2560;Pop,17|Industrial,83
2561;Latin,97|Dance,3
2562;Dance,99|Comedy,1
2563;Latin,2|Reggae,98
2564;Classical,71|Classical,29
2565;Comedy,0|Classical,100
2566;Alternative,7|Anime,93
2567;World,26|Blues,74
2568;Anime,0|World,100
2569;Classical,68|Instrumental,32
2570;Vocal,23|Dance,77
2571;R&B/Soul,53|Rock,47
2572;Pop,14|Jazz,86
2573;Industrial,54|Instrumental,46
2574;Country,49|Industrial,51
2575;Latin,36|Vocal,64
2576;Folk,24|Blues,76
2577;Latin,29|Vocal,71
2578;World,34|Folk,66
2579;R&B/Soul,14|Country,86
2580;Country,53|World,47
2581;Metal,66|Electronic,34
2582;Metal,26|Pop,74
2583;Reggae,77|World,23
2584;World,27|Instrumental,73
2585;Comedy,85|Industrial,15
2586;Rock,56|Country,44
2587;Anime,71|Folk,29
2588;Pop,89|Dance,11
2589;Vocal,38|Metal,62
2590;Folk,47|Anime,53
2591;Classical,7|Instrumental,93
2592;Pop,66|Folk,34
2593;World,50|R&B/Soul,50
2594;Pop,49|R&B/Soul,51
2595;Metal,16|Latin,84
2596;Industrial,96|Anime,4
2597;Vocal,52|Pop,48
2598;Classical,99|Blues,1
2599;Country,54|Reggae,46
2600;Jazz,1|Jazz,99
2601;Classical,16|Pop,84
2602;Vocal,3|Comedy,97
2603;Instrumental,49|Dance,51
2604;Industrial,95|Vocal,5
2605;Reggae,61|Jazz,39
2606;Metal,42|Anime,58
2607;Anime,59|Instrumental,41
2608;Rock,53|Vocal,47
2609;Blues,57|Reggae,43
2610;Anime,37|Vocal,63
2611;Country,73|World,27
2612;Reggae,24|Vocal,76
2613;Jazz,38|Blues,62
2614;Blues,54|Dance,46
2615;Blues,72|Latin,28
2616;Rock,55|Alternative,45
2617;Alternative,27|Blues,73
2618;Blues,12|Vocal,88
2619;Vocal,100
2620;Electronic,0|R&B/Soul,100
2621;Dance,32|R&B/Soul,68
2622;Alternative,71|Country,29
2623;Jazz,70|Country,30
2624;Comedy,11|Dance,89
2625;Latin,87|Jazz,13
2626;Industrial,49|R&B/Soul,51
2627;Latin,30|Electronic,70
2628;Reggae,89|Rock,11
2629;World,20|Anime,80
2630;Blues,11|Industrial,89
2631;Blues,53|Jazz,47
2632;Rock,10|Reggae,90
2633;R&B/Soul,41|Blues,59
2634;Folk,56|Latin,44
2635;Rock,6|Electronic,94
2636;Alternative,37|World,63
2637;R&B/Soul,89|Blues,11
2638;Metal,95|Country,5
2639;Vocal,81|Comedy,19
2640;Anime,17|Jazz,83
2641;Alternative,26|R&B/Soul,74
2642;Rock,93|Metal,7
2643;Reggae,33|Latin,67
2644;Country,84|Industrial,16
2645;Instrumental,34|Vocal,66
2646;Vocal,41|Pop,59
2647;Alternative,58|Anime,42
2648;Folk,23|Reggae,77
2649;Reggae,36|Vocal,64
2650;Instrumental,23|Rock,77
2651;Country,92|Industrial,8
2652;Rock,62|Instrumental,38
2653;Jazz,12|Dance,88
2654;Reggae,47|Instrumental,53
2655;Alternative,94|Comedy,6
2656;Pop,83|Pop,17
2657;Anime,21|Instrumental,79
2658;Electronic,89|Jazz,11
2659;Rock,43|Electronic,57
2660;Industrial,63|Reggae,37
2661;Dance,4|Reggae,96
2662;Pop,50|Folk,50
2663;Pop,30|Comedy,70
2664;Classical,3|Pop,97
2665;Pop,32|World,68
2666;Pop,85|Blues,15
2667;Alternative,90|Country,10
2668;Dance,62|Rock,38
2669;Folk,65|Anime,35
2670;Anime,98|R&B/Soul,2
2671;Rock,69|Folk,31
2672;Classical,97|Jazz,3
2673;Alternative,47|Anime,53
2674;Folk,81|Jazz,19
2675;Metal,76|Instrumental,24
2676;Comedy,13|Alternative,87
2677;World,35|Anime,65
2678;Dance,74|World,26
2679;Metal,94|Latin,6
2680;Comedy,20|Metal,80
2681;Electronic,99|R&B/Soul,1
2682;Latin,18|Rock,82
2683;Blues,14|Metal,86
2684;R&B/Soul,18|World,82
2685;Metal,60|Classical,40
2686;Jazz,6|Metal,94
2687;Electronic,74|Instrumental,26
2688;Alternative,16|Blues,84
2689;Classical,37|Instrumental,63
2690;World,52|Country,48
2691;Electronic,44|Instrumental,56
2692;Dance,91|Reggae,9
2693;R&B/Soul,12|Jazz,88
2694;R&B/Soul,32|Reggae,68
2695;Instrumental,13|Vocal,87
2696;Electronic,88|Vocal,12
2697;Alternative,29|Anime,71
2698;Blues,45|Reggae,55
2699;Jazz,86|Electronic,14
2700;World,39|Instrumental,61
2701;Alternative,1|Reggae,99
2702;Blues,91|Electronic,9
2703;Folk,54|Pop,46
2704;Pop,57|Reggae,43
2705;Folk,97|Anime,3
2706;Reggae,55|World,45
2707;Industrial,32|Instrumental,68
2708;Instrumental,38|Country,62
2709;Electronic,69|Dance,31
2710;Reggae,50|Country,50
2711;Classical,91|Comedy,9
2712;Blues,84|Dance,16
2713;Vocal,53|Classical,47
2714;Pop,69|Dance,31
2715;Jazz,18|Pop,82
2716;Vocal,80|Classical,20
2717;World,46|Instrumental,54
2718;Reggae,6|Folk,94
2719;Anime,89|World,11
2720;Country,92|Pop,8
2721;Vocal,33|R&B/Soul,67
2722;Country,24|Anime,76
2723;Vocal,78|Jazz,22
2724;Dance,23|Latin,77
2725;Electronic,75|Country,25
2726;Alternative,44|Latin,56
2727;Instrumental,12|R&B/Soul,88
2728;Latin,74|Reggae,26
2729;Instrumental,61|Dance,39
2730;Jazz,34|Folk,66
2731;R&B/Soul,29|Jazz,71
2732;Latin,90|Country,10
2733;World,72|Rock,28
2734;Reggae,100
